mu1,mu2,mu3
4.308148,5.639924,-5.538681
4.698737,3.287970,10.419037
1.654065,4.557790,7.049878
-1.571056,1.902062,-3.969834
1.016171,1.497613,22.554172
2.863739,6.310259,-1.402101
1.732270,3.227182,12.241696
2.685021,5.588854,4.573345
0.423587,6.920025,4.998321
1.196830,-1.265850,9.310186
2.305040,13.858067,-12.553357
4.953473,-4.338164,6.416940
-0.168735,-1.802483,14.913495
-0.406012,1.993301,-5.264557
0.591041,6.298566,16.058907
-1.697757,6.116731,4.363527
-0.208807,-1.931503,15.731728
-1.265466,1.183265,9.710787
0.638011,6.701027,-1.254626
2.963262,0.250452,10.586369
4.501723,-4.304302,-12.865373
0.798660,3.206809,26.932370
-3.012365,-0.384954,14.291618
3.344455,2.628448,15.080559
-1.310540,3.917948,14.899806
-1.032331,5.902927,-3.331904
-0.145782,4.984845,8.521511
5.670582,-0.527674,15.384816
1.039322,4.124462,0.640883
4.162784,-3.595971,27.015027
2.116173,8.077769,3.758445
0.605126,-3.432482,-8.152325
1.791008,1.288186,1.411485
-1.827663,2.228329,7.479961
2.455216,4.152244,17.072074
-1.307864,0.825947,6.391279
-0.016651,0.768332,-11.054980
-2.799434,0.796587,6.860549
1.672323,0.541620,12.528415
2.470451,-1.188079,-2.873862
1.311367,3.399464,3.176270
1.319736,-0.705349,18.612773
4.228926,12.591795,-11.830060
0.462134,0.004118,9.611898
2.623376,1.554930,12.148497
2.460973,0.879088,12.412049
-0.462918,-0.697867,5.518141
1.568226,2.033044,-3.251379
5.645948,-2.076091,5.718109
2.234243,6.498587,13.507728
3.332573,2.506062,-2.338239
1.534192,0.335433,12.168873
3.098451,-0.085625,-22.019337
1.031812,0.280192,-9.895744
3.934104,6.435402,-2.083284
-0.714381,10.636538,5.365779
2.622886,4.965912,8.692580
-0.124756,2.134319,10.058709
-0.858031,1.254309,3.753918
-1.780068,2.145436,-8.469845
3.305247,-4.747687,2.311969
1.684656,-2.548493,18.624831
0.802694,4.165284,2.919999
4.955958,-2.695912,5.366877
-3.434545,5.185365,14.000702
-1.053308,9.678136,-2.064638
4.038728,9.403230,12.123948
4.267912,-2.132573,-1.094841
4.049446,0.496365,7.097937
1.400965,9.558804,23.980537
0.599070,-1.090697,7.844816
-1.940254,-1.317185,11.456011
1.160557,1.061983,-0.073954
5.515538,2.568595,1.221243
-1.049344,8.799051,14.664108
7.020316,6.304783,6.762290
-1.421683,2.389578,7.439106
0.867687,6.234019,-1.355036
-2.344607,3.164376,10.077305
3.953211,13.749560,-15.251640
1.716258,-1.126225,18.402059
3.358894,-7.643500,19.139410
-1.241728,2.127528,6.274372
-2.273315,8.508623,6.074634
0.180578,-2.171435,8.738587
-2.410771,0.002095,4.407541
-0.153385,6.580149,-9.611040
3.404395,3.028728,3.401254
-4.108794,1.536680,8.962241
1.856418,-4.350824,9.347483
2.070891,1.711346,-7.737716
-0.175937,-2.585037,-7.981245
2.670562,-1.206844,4.896476
1.364871,-2.070994,-0.654850
0.571184,-0.493692,20.738541
0.409537,0.202104,6.395914
4.973329,10.688905,7.095807
0.354037,2.880794,4.239851
3.907205,3.811356,0.723046
0.969104,8.228465,7.307754
-1.057586,-3.285755,-4.396075
-0.092507,2.273588,16.649578
7.037050,1.157867,-9.674148
-0.517001,-0.111171,14.322050
-0.854853,0.875972,8.101253
-4.009085,10.780366,0.767927
3.389276,-1.305705,-6.092883
1.731510,3.807833,3.441601
-1.907484,-0.090243,19.720344
0.627677,-3.747820,5.793191
2.468161,2.414614,11.928937
2.013541,4.758920,-11.065026
2.657719,-2.192040,14.472347
0.530775,2.008143,10.642144
2.579883,9.982962,11.179253
2.820669,2.763239,12.060064
5.016310,3.142703,-5.510908
1.017876,-1.632341,25.363539
0.350346,-1.952180,15.181400
3.502691,5.003440,16.314523
-1.234018,9.527332,6.466073
1.158517,5.829996,6.989804
-3.315421,3.311136,16.983360
-2.171377,7.434527,11.441601
-1.098891,6.559903,-9.274167
0.736997,2.080562,7.646422
2.405977,-1.100882,32.592757
-0.229207,0.298964,20.244301
1.785332,2.160100,19.662828
-1.866538,4.816404,-2.874171
0.620910,4.069899,-9.683970
3.458956,1.541493,-10.396104
-1.578173,-5.041906,11.427923
3.692196,1.945995,12.855059
0.347205,5.417330,7.591430
3.022097,-0.049020,2.702284
-1.299417,3.503893,-7.812062
2.190895,2.235577,18.309346
2.774372,7.681302,22.111483
2.259399,-6.691975,16.831045
-2.923492,5.515837,3.385356
0.471190,-4.311863,8.869161
2.355846,-1.780609,7.373659
-0.370386,-2.756711,18.466302
-1.695273,-3.617796,12.465358
0.289613,-1.330428,-3.992607
-0.405890,-3.158230,14.116007
1.280875,1.755940,-5.297497
-0.889557,-9.199272,19.770926
4.658564,-2.137847,-2.766586
7.464300,6.485451,0.312155
-0.039163,7.036920,-10.746189
4.213680,7.301373,-10.433627
-0.916017,-1.390044,3.417777
4.377332,-0.453087,-2.486962
-0.797847,-1.073324,3.177557
-2.059811,5.718619,2.766112
0.837182,-1.418544,9.227576
0.145876,11.847618,-3.536731
2.614732,-0.441617,3.142874
-1.705191,11.946241,-13.783885
0.550219,0.425016,-5.675235
0.229916,-3.143304,7.058319
2.923919,2.347605,-7.081285
0.990215,8.341778,-14.953822
0.685047,6.287453,36.602282
-0.561441,-0.842449,-6.645380
-2.109159,4.696726,22.884677
-0.549117,-0.173657,16.811149
0.624350,8.128764,0.210009
2.671897,2.083872,3.695158
3.149387,9.243282,-12.820610
5.040850,11.692203,0.277143
1.235162,0.843272,17.974933
0.787703,2.925872,-1.600857
2.207486,-3.560871,17.983634
0.944783,3.529729,-9.965664
0.039513,2.257935,-1.329696
2.288349,-0.212048,-15.715381
2.837012,4.444111,-4.169044
-1.471141,5.833560,15.397718
1.546894,0.299023,10.742005
-0.166393,-4.236895,21.636473
0.544296,0.705686,-6.552865
-0.792617,2.138733,13.229751
4.876967,2.276092,-9.496114
-0.479244,8.073267,-12.792907
0.361919,7.468686,7.981001
0.513452,-1.932705,16.422686
0.837289,-2.432712,7.071794
1.263548,-0.842763,25.973817
-1.216588,6.354302,14.915040
2.640725,2.140296,-6.150950
0.088713,6.756133,10.513533
-3.668898,-0.297643,15.370136
2.023525,12.349775,-1.618492
0.661053,-6.814836,-5.474514
1.358696,4.340151,-4.977354
-0.910363,1.037774,-14.900714
0.466233,7.329190,-0.799786
1.113551,0.005988,12.394413
3.475234,-3.066355,-5.369846
1.781151,7.755741,11.701341
5.713809,4.397575,-4.614563
-2.427314,5.709758,0.292746
3.451283,0.940166,8.420263
1.255542,0.733091,-5.625678
-1.145081,1.060454,5.196969
-3.387380,8.709176,-0.168078
2.542436,12.346925,6.546082
-1.034005,5.756560,-8.999290
0.460296,4.196445,17.514425
4.442456,2.647873,-4.191203
0.699607,2.575441,-7.989899
4.217063,-4.325114,36.847184
3.278469,2.330928,0.412616
-0.818297,9.156769,-16.127393
1.368633,5.566157,3.489382
-3.332312,1.596518,-9.831723
1.745782,2.453469,-1.236314
5.870840,-1.037726,-5.001858
1.774081,2.359462,28.933600
-1.500502,5.472443,4.325119
0.957845,3.494882,18.119712
-2.239265,2.410719,4.031873
0.401088,-2.035121,-0.489596
-0.469403,-1.884799,12.072855
-2.836911,-4.330032,11.602039
-0.875702,4.817326,-10.913767
0.233900,-3.011259,15.101525
-1.371941,1.870930,17.597355
0.274514,0.415414,-5.640471
-5.696804,9.843931,-4.416832
0.955081,1.141604,3.233312
-0.346121,-1.808958,9.135291
-1.578070,7.141699,-6.965973
-3.425409,2.827723,-10.581730
3.876103,-5.249809,17.955148
-0.505211,1.058443,8.886742
2.659159,6.519016,-3.645602
3.842508,6.799115,15.267062
-1.606476,-1.393485,-3.975074
-0.920328,4.651058,-15.032936
-1.940291,-3.593882,30.161771
-2.187874,5.017308,9.245669
1.604422,1.904470,8.609443
2.443913,2.583603,-1.046029
3.276169,9.991332,7.785681
5.230844,-4.620095,16.268013
2.555655,1.834337,-1.533789
1.446731,8.692713,4.283521
1.376593,5.900170,12.734857
5.030767,1.231176,0.113984
1.683809,5.872135,6.165492
3.748472,-1.644094,17.932900
-0.275286,1.076634,5.855351
2.710270,-2.570726,11.062652
-0.076746,5.915640,-11.459058
0.299844,-2.337829,8.663026
3.707439,1.821699,7.554349
2.228680,2.681548,7.153283
0.951875,1.675364,12.725285
-1.130196,8.584818,2.321131
-0.085607,-0.126730,3.185565
0.658665,-1.939431,6.073018
3.170892,0.355913,7.427311
0.370949,3.821164,-4.739512
0.817381,-0.882694,2.021532
-2.265680,-6.462938,16.377943
0.561739,-1.681719,10.967008
1.697259,3.846612,5.330727
0.507668,4.889754,19.683603
1.437580,-4.219747,-2.161162
2.832328,4.305171,-6.184019
1.623988,-0.536503,-6.774393
2.384093,7.273239,-4.980785
-0.471082,5.687294,-7.137725
0.871295,-2.426157,0.669487
0.463861,8.343414,-1.476916
2.835253,1.562142,11.369156
-0.849869,5.551107,7.072670
1.151302,14.267689,-2.690055
-3.234239,9.598903,7.947007
1.488664,2.368217,-5.842594
-0.455402,6.637712,9.095243
0.478772,6.244395,-6.593130
0.796312,7.995487,8.003258
1.541120,7.953216,2.521889
-2.571998,4.804533,4.384055
1.238734,0.867217,9.654053
-0.033192,0.895709,3.407067
3.960307,3.966259,12.253521
0.539139,2.825772,-2.831771
1.436134,6.518140,8.773023
2.392782,-4.117182,7.367705
0.793401,-0.164258,-17.640343
1.049333,5.145706,-7.981004
3.071476,3.018234,14.628348
2.424774,-3.456068,17.329207
-1.875780,-1.653824,15.915325
1.858796,-2.286550,12.879362
-4.951425,8.114844,15.652105
4.620145,0.983666,1.743135
0.116157,5.707503,-8.176839
-1.983884,3.200790,18.330278
0.668868,1.524496,-0.782318
-0.925486,14.833690,11.083376
-0.178986,15.765138,-3.205785
-0.290730,1.017106,8.948399
3.032493,-2.768355,-2.626214
-0.090925,3.641849,-0.726285
-1.183719,12.404191,11.495776
2.405624,2.938991,14.497535
3.194907,5.005570,9.374415
-0.585574,7.939594,3.185201
0.749327,8.267817,-1.194183
-0.075685,4.590038,-10.848581
1.573811,9.486592,12.614890
3.070999,1.500939,8.403214
0.626637,0.766259,5.912286
1.865135,5.505401,-3.627964
-1.991990,4.269560,-10.723037
4.931904,-1.347884,10.664813
-1.142603,6.682629,0.103193
-2.039858,0.904432,0.770854
-3.797746,9.656847,11.050726
-0.648298,9.440662,-1.083381
0.697952,-1.823583,15.614354
4.630477,0.558310,-8.844287
-2.438134,9.221595,12.472061
1.712004,6.067307,-3.700441
-0.772787,-4.621887,19.477752
-3.493915,-0.997589,18.479110
6.073898,4.044514,-16.102271
3.413949,5.342837,3.030099
0.509621,8.487487,3.628887
-1.730236,0.123184,10.840241
-0.310732,3.456140,11.101085
-4.911185,4.862930,6.107443
0.044974,2.486224,26.374970
0.133121,-0.021193,1.120006
-1.905237,1.631070,-3.079952
-0.363949,5.383129,10.232581
3.788886,3.159531,6.160862
-1.515567,3.193230,-5.674622
1.981746,11.482087,0.098014
0.356745,3.198504,7.448978
9.168592,9.097501,-18.672492
1.686837,7.348715,-3.732206
0.617949,2.328907,-13.646854
5.178525,1.681576,-1.125117
1.613315,4.531932,4.190357
1.192672,11.315077,5.770562
2.165719,2.374807,16.840985
-0.387938,-1.597359,3.465170
-0.237363,4.190477,-0.366739
7.446293,3.846350,13.889495
-3.306045,4.523761,17.002525
7.137859,0.929322,5.496587
-5.027038,6.155801,9.646820
-1.898059,2.219012,0.576638
0.080009,4.402057,-10.189506
-0.266360,7.844541,0.315940
-2.867705,9.340118,13.525253
1.908637,-0.310484,-4.654601
0.299964,9.047067,-10.377796
2.923860,0.787334,14.975630
-0.284739,1.298303,13.261915
2.482712,-2.206295,19.754916
3.484903,-1.705870,5.970673
0.602715,-3.055676,2.703421
2.456759,-1.267347,21.704543
-0.155893,-1.970016,1.968748
4.471684,8.130993,-8.697483
2.111289,-1.479460,-6.606464
-0.864525,3.253338,15.533894
3.263627,0.470209,-7.291814
-1.217993,-0.907360,8.599580
2.870786,-0.549790,-14.470286
-1.870750,4.589462,4.574014
-1.810713,1.199482,31.075996
3.533469,3.686790,6.666266
-1.060305,-1.006095,10.221040
2.629962,0.707997,0.927907
5.000353,-0.225200,6.365670
-0.367759,2.784825,10.434215
-2.993755,4.948861,15.903588
2.777592,-0.431455,-4.036524
1.273692,-1.889065,11.509286
3.694423,1.800440,19.657116
1.965463,0.892744,-2.774058
1.072414,-2.166666,-2.100523
0.537887,-1.018774,4.712851
2.738344,-0.678713,4.793299
1.134779,-5.025740,14.940776
2.026696,0.023471,4.195292
4.925066,-1.242196,6.266736
2.541539,3.917121,-13.446040
5.841036,1.876182,-1.945137
-1.512893,-0.287315,3.172651
2.315718,8.301359,5.994004
0.766512,0.134993,4.887650
2.786310,11.941444,-2.957240
6.676792,3.596982,11.311686
1.258057,3.036382,0.440445
-2.012723,5.361510,-4.311797
5.745643,0.876137,-9.881642
1.936601,6.930715,14.189563
7.971263,-0.397459,-2.739189
0.883087,-2.301232,5.034086
1.433295,2.223272,8.457941
-0.831440,1.820843,13.266676
-0.818394,4.359845,-9.053227
1.219877,5.545923,4.856846
-1.770306,7.671728,1.958376
2.916631,0.831803,12.382803
1.192791,-2.638417,-0.900824
-0.185604,2.090004,0.072019
-0.569896,6.029284,3.421227
-0.917400,7.964318,4.741954
-1.993721,2.958651,-11.917624
2.242468,0.595909,2.452592
-1.798634,-2.993081,5.246424
2.783344,-2.451689,9.775881
1.523989,17.156041,-0.307635
-0.318778,-4.882772,9.890878
-0.006786,-4.887131,3.786406
-1.822060,-1.338985,-0.214634
3.341224,-0.663865,4.522487
-1.121548,5.510494,-6.178130
0.456111,0.803958,1.471901
2.288080,1.779031,3.125716
2.080878,8.360236,-13.607264
3.498281,1.020306,3.014859
0.680392,-3.454802,11.321568
3.793945,11.415734,-1.896405
3.519883,0.923184,24.606640
-2.193978,6.768145,6.655532
4.766912,2.691485,19.276045
0.226433,9.315913,6.493989
0.478552,6.128635,7.226561
8.297752,0.855052,2.033999
2.028735,-3.152492,15.057025
2.160873,-1.921514,14.562978
-2.160669,6.880238,-1.067769
3.076395,2.062657,17.150575
-2.633995,4.777794,11.173334
-3.481236,5.536027,15.935949
0.866324,5.487083,-0.679569
-3.063565,-3.178764,3.949270
2.875652,6.093550,-10.144006
1.858600,7.371195,0.495803
4.329412,7.801755,-5.182970
-3.093491,2.246359,12.161169
1.019103,-1.140642,26.450259
-0.197550,8.318549,0.942816
-1.276876,6.409933,-0.210426
1.529522,3.748534,-4.389540
1.792724,0.740655,10.815735
2.509327,4.497156,-1.849057
-1.693835,0.527980,3.612356
-0.928434,0.848485,15.741399
-5.471348,8.361190,3.818587
-0.156348,1.700528,16.774203
0.156108,6.472267,-5.451092
-0.292838,2.694692,-9.267072
0.436231,-1.917915,1.246964
4.031145,12.010798,6.767337
-0.023365,2.195914,-2.038766
5.223960,-2.862208,14.045849
-1.025615,-7.371983,-4.426324
-4.281387,1.300331,-4.568719
-4.827149,12.140507,-9.140760
0.050908,-1.559164,7.922084
2.076178,5.013736,1.456728
-1.014127,4.356839,-0.884626
-1.871227,8.342710,2.593662
-0.084899,-1.889543,-13.471919
1.492741,0.200264,7.406351
-0.145683,1.991448,-2.628051
-4.073546,7.646250,-9.029519
3.267008,0.873951,3.920356
7.891749,-0.230678,-0.844738
1.289546,13.446715,-0.469624
3.100453,-2.282422,-14.502009
-3.620711,6.509151,-3.605076
7.857899,4.245281,-8.414936
3.222703,-2.953362,10.238762
0.274615,-1.459728,4.759378
-1.335488,8.452749,-13.547296
1.662045,3.432756,23.865875
-3.806212,8.075626,4.116345
-0.825900,5.904033,5.628532
-1.715530,7.572324,-2.678503
4.692191,5.094316,4.719583
3.418498,0.500331,32.198693
-2.574234,-2.510024,23.081854
-1.077400,4.601263,4.611089
-1.947482,-5.006189,-2.559199
-0.622644,-3.366806,16.826195
1.510098,5.241765,3.127582
1.836584,7.437592,-2.310421
2.549852,5.656973,-2.108750
0.464693,-0.132732,5.851078
3.616217,-0.964102,-7.372739
1.025025,-3.286655,8.057450
1.615320,4.381309,-1.808492
0.242140,5.730420,-2.729924
2.682743,2.267060,3.733290
4.491292,3.754129,-4.581673
-2.993062,2.025858,11.791182
1.798477,-1.349009,-9.022906
5.306339,-0.874273,11.729829
2.690602,4.109266,0.311125
-1.856118,-2.069407,1.566784
-1.857436,8.958906,-4.442073
-0.704055,1.720638,9.271151
3.856901,-7.308761,25.508764
7.121260,4.464105,4.091888
1.897259,-3.619923,9.002190
0.571906,8.816056,7.401132
1.033601,6.293971,5.667596
-2.349107,2.879625,15.704266
2.084150,-1.963520,3.775112
2.543412,-0.597927,8.783233
0.915550,-5.575291,20.781517
2.347671,3.167324,0.807346
-1.573085,0.126134,13.827689
0.466293,4.191437,25.950469
0.468162,-6.459327,5.561627
3.576826,2.565839,-7.953970
-0.576438,6.262257,12.967230
4.526616,2.954394,-0.790793
-0.023555,0.738967,7.498575
3.165944,3.955695,-0.396511
-1.595622,3.829018,8.099642
2.491862,9.177019,-7.550447
1.220925,-1.657920,22.119080
-1.602037,8.713652,-2.111521
0.603838,-0.132108,-0.676425
-2.730381,12.891511,11.878039
0.335238,3.367538,-10.100892
2.976233,-2.268232,9.361303
-0.971365,2.985763,0.640376
0.667314,0.551434,4.286037
2.913927,-0.531788,-1.643605
2.350361,0.133092,-14.232858
1.831229,9.243253,-11.506159
2.044408,-3.767617,0.410041
3.443982,1.381920,7.971392
4.111253,3.875261,12.464329
1.140184,4.825380,8.694029
0.393143,-4.888838,10.536049
2.316215,-2.044177,16.808983
-0.055763,-3.603679,13.325815
-3.792130,6.693915,3.883525
1.576248,9.146774,4.661675
1.641858,-0.276026,27.144524
-0.760378,9.833498,3.143877
2.449538,2.570684,0.559541
1.215515,0.908912,-15.693460
1.603050,11.301606,0.117119
3.929328,2.467096,11.774293
2.605783,-1.644644,14.777642
2.126187,0.080633,6.782826
-2.292633,0.325907,7.223724
0.375106,1.450116,22.557757
4.773872,7.050258,-8.190192
0.752058,7.700304,-10.808483
3.866673,-0.554387,13.827755
-1.671227,5.109054,5.644914
5.084208,-1.555096,-7.934400
1.385666,6.089337,0.081698
5.103152,6.331718,-6.485639
-1.971929,-6.449837,5.540628
1.486537,1.561231,-0.323252
3.038379,8.728152,-0.079542
0.342596,1.132534,8.547935
2.436288,-3.814247,15.326956
-0.032186,-2.840410,17.196601
3.031434,2.666430,16.286187
1.151766,5.619845,15.342259
1.217688,6.911787,-2.843381
2.364540,0.520421,5.910567
4.164602,2.849822,-12.784594
4.185437,-0.694790,-1.051642
0.416205,-5.454996,4.204810
-1.563411,7.125029,6.606742
-2.071421,-2.798354,-7.689990
-1.944137,9.627290,11.999499
-0.458448,1.359090,13.082851
-0.494656,1.355878,7.788070
1.613319,-4.305283,6.839882
2.933920,3.254711,1.670800
1.790849,10.059168,1.542893
2.913314,6.067761,-7.936119
0.519348,4.900770,-8.369092
-0.485292,0.730724,4.066617
0.648738,-2.296975,3.128592
0.777570,0.540330,1.120913
1.435963,9.067989,4.501793
1.625824,9.366781,-10.528801
2.504527,6.345757,-3.543120
0.392150,6.526544,-15.855387
-1.403123,6.158593,-5.180546
5.890572,4.630896,25.203561
4.000309,5.950073,-3.193098
0.805497,8.209249,-7.176961
3.484694,-3.388171,3.163961
3.035507,-3.126542,14.350087
3.589312,4.473105,-5.302790
-1.245317,7.354533,3.913719
-0.405599,-1.449100,17.461982
0.400363,3.356221,-6.478667
2.741214,-2.450683,7.318198
-1.525836,-0.862094,-2.828350
1.078679,2.424457,8.679900
1.926558,-0.871328,4.683120
-1.649422,-2.454482,23.792053
2.063708,-0.626812,10.627206
-0.822577,3.425977,1.102655
-3.860563,8.798157,-1.338859
-1.357685,1.622493,20.800605
2.899757,-0.244150,11.077246
2.367886,5.476809,6.707534
2.827491,-0.651809,16.661334
0.347301,3.521679,5.992273
3.390650,11.074566,8.748298
3.565752,2.909587,5.702982
-3.722833,0.284774,2.872165
-2.341235,-1.150342,5.663970
1.408476,6.920843,5.251457
2.193297,7.672033,1.943828
0.791563,1.721269,-7.741902
1.199670,1.766570,-8.235026
-4.555271,9.087996,3.793682
-2.837505,3.332386,1.013366
-0.136398,5.434865,2.187659
3.772419,1.524126,19.504819
-0.274236,3.989635,-5.669321
3.667713,-0.772049,1.390293
2.166864,4.747765,-5.536401
1.186274,5.736710,14.430560
-1.820803,13.278105,-0.305832
1.176801,2.123421,4.104236
-2.560125,-1.876479,4.930486
3.488474,2.890286,1.497115
1.660804,-2.188459,3.726264
1.288726,9.399454,-0.318447
-1.169503,7.947810,22.532218
2.865463,5.948337,4.076340
0.422847,1.845480,-1.289302
4.975786,0.350870,7.602650
0.474587,7.718151,2.892605
-3.097195,0.121588,1.194906
2.315829,3.475050,-9.438746
0.548733,0.659552,20.495300
-0.175341,1.900686,7.766181
-1.504675,-1.646366,29.737772
5.150827,2.373040,11.196524
0.295874,6.208421,8.356684
-0.581317,3.044872,-4.761171
0.522685,7.760943,26.466895
-4.523454,9.885001,5.769667
1.206870,1.962620,4.413088
-0.775778,0.002275,11.389457
4.394289,6.498177,-1.517554
0.322402,-3.440803,1.381039
2.369423,2.461904,-7.048234
-0.133638,0.736509,-1.917445
-1.267122,1.095425,19.766494
-2.118852,1.574840,-7.537544
-4.683600,7.200317,6.515294
-1.594634,7.134040,-7.812123
-1.462521,3.250957,9.009677
-1.960779,7.709243,2.502578
-0.628653,2.326602,15.314689
3.856540,3.320483,-1.470277
0.789070,9.113191,-16.052581
0.206907,2.399515,17.416591
3.757909,3.884826,9.535377
-2.924052,14.249100,5.294819
-4.617872,7.980707,-9.207507
-0.228489,1.145579,4.191397
0.645000,1.103807,-6.171700
0.938169,-1.214766,12.001583
1.237568,1.473825,6.406418
3.222799,6.464885,-8.313592
-3.871334,12.912441,9.184005
5.160764,0.774404,-3.234326
-0.311498,5.025990,-10.453727
1.200834,-5.081113,21.184055
5.908514,-0.342916,-2.098339
1.779757,-1.949519,19.890163
-0.022584,4.701034,6.671778
2.011433,3.144779,-8.053336
-1.206492,7.441332,-10.020188
-0.602557,2.694931,-5.775982
1.520778,6.042145,-2.272857
6.578069,-2.368522,-15.360555
0.348173,4.457061,21.832369
1.638901,5.321369,-2.193203
0.441109,0.677836,-2.551988
-2.641075,-10.145583,12.752101
-0.878147,10.414314,1.507849
0.970826,11.276351,13.498781
1.867021,1.276876,-7.254635
-1.066672,3.514698,-4.936662
-1.083855,4.735228,8.243586
0.715759,-0.283622,-0.699890
-0.495107,3.384328,-3.724206
-0.122033,11.233714,-1.448087
0.923908,10.576081,8.841987
-2.303258,10.920995,2.530424
-3.001924,10.618790,-2.899025
-2.665300,9.370293,-2.594096
0.869142,9.371620,-2.336628
1.489391,5.132479,-0.440368
-0.567497,6.014763,7.268134
-1.228931,3.255400,10.186716
4.570171,-3.674531,13.929206
-2.578281,5.170412,-1.530563
2.541106,3.474271,2.295085
3.729017,-2.526640,2.656550
0.832980,3.021195,5.681809
0.820265,-1.274278,-4.554720
2.226714,4.024252,1.700155
0.279337,3.644760,12.863139
-2.456343,4.642648,3.187098
1.288030,2.210629,7.797558
-2.495898,2.484683,-4.000339
-2.757158,10.218658,-10.001462
2.931469,1.350782,15.856969
-0.634978,8.509450,0.660953
1.590274,5.259907,9.935247
2.336299,0.529738,6.598719
4.633200,-8.705422,0.002439
0.024489,-6.378127,11.510105
-2.579694,3.929639,19.116882
0.130370,-4.310736,-6.413207
1.409110,-5.005006,16.608669
-2.238547,11.331147,9.278996
-3.503506,10.462599,-0.716146
-0.042572,0.761459,-2.723689
0.665471,6.558419,9.658886
-3.023230,8.570377,8.391682
3.265361,7.507677,-9.108159
-1.513718,0.856871,4.289224
2.086502,6.728671,3.213547
-0.503137,3.750476,8.888506
-3.436352,1.997970,9.330391
-0.438275,6.622005,12.137019
-0.484481,1.951226,0.451789
4.556432,3.225010,0.471880
-1.479020,4.113952,-1.291805
2.273194,-3.260588,14.489514
2.149081,3.657421,-2.655050
0.925819,4.018464,7.071197
6.000535,0.366168,-2.210630
1.555523,5.829878,14.661438
5.301361,-2.896945,13.339290
1.456941,-0.453788,1.328392
3.536849,-1.279493,-8.830773
-2.072306,-1.321938,4.005085
0.270452,-0.800754,-8.216874
-4.444916,-0.363532,11.875147
-0.644327,2.393137,-4.218659
-1.685832,7.520891,3.555030
1.285569,6.888344,4.752563
2.872445,2.761053,-3.746080
2.587140,0.166227,14.773569
-2.531513,-3.197754,14.671607
1.282696,-2.005804,14.087745
2.527033,0.109983,2.923777
0.506922,7.249205,-3.027359
0.797812,10.049476,-0.750675
-2.579563,5.305464,-7.934291
-2.162643,-4.279185,8.728519
3.908544,4.528494,-6.044792
-1.788970,2.086185,0.533800
1.715469,2.072532,14.018894
1.714141,-2.505487,14.779844
0.345033,-1.004680,2.217762
-2.833518,9.734517,3.064700
3.301607,-3.944612,6.399519
-2.929149,-3.106012,-0.691507
-0.691527,0.364557,-5.152517
-0.186456,1.991492,3.488953
3.072390,4.173450,17.138111
-0.029663,3.084147,8.244966
-1.084070,3.784626,19.206464
-0.301738,5.674643,-6.245025
1.010380,2.337617,15.948429
3.926827,-1.065121,2.938914
0.787360,0.811812,-6.481199
-2.192708,10.260180,9.260025
-0.041913,-1.034213,22.042848
1.851373,2.746433,15.472580
2.777222,-2.943278,10.803798
-2.762582,9.018471,-0.338566
1.316161,8.039932,2.918427
0.241423,4.084034,9.256268
1.003765,10.036855,3.615957
-1.588969,10.702854,8.352535
1.403981,7.325948,18.688996
0.800108,0.963516,15.205606
0.044963,2.112471,-6.318734
-1.003909,4.508137,-3.006836
4.504787,2.297264,14.903566
2.612012,10.509145,-12.400797
4.936730,4.921475,-0.196269
1.373041,2.853446,-17.563246
0.778144,6.354038,4.507840
-2.056863,6.275133,21.158332
1.732070,2.343276,1.485425
2.673305,2.413517,7.940031
3.967809,4.303084,8.117206
-0.052151,3.273159,22.149855
-0.339182,0.255214,11.860763
5.049568,-5.620846,0.533593
1.471127,0.928116,-12.402299
-1.128863,6.052165,2.058699
-0.607786,-5.581448,22.978187
2.321155,10.668496,-5.802629
-0.215157,0.028230,13.119400
2.989454,2.809821,3.043131
3.273654,-1.965869,2.144357
-0.250522,-0.288152,9.468886
-1.334434,5.108559,5.583852
-0.303345,-2.399915,25.960907
5.314002,3.089822,7.555398
6.109914,4.586807,-8.850056
-1.781802,6.238828,11.572556
-2.206311,4.488085,20.468872
0.138874,1.213316,8.075158
-0.498666,13.877632,-5.885219
-0.518916,1.370063,19.760288
4.096192,-3.064936,9.132424
-2.147178,0.839688,-12.262874
2.585279,1.062983,-8.367124
3.084370,3.641443,0.816615
-0.356484,-0.109977,26.461117
-1.556075,3.928186,-0.168398
0.655786,1.725305,6.944434
-2.045090,2.273262,6.389207
-0.733680,10.127016,17.249615
2.694545,4.839608,16.475509
3.110982,2.017220,1.304672
-2.199463,3.683910,4.547186
1.856597,0.351985,17.346454
0.522848,-1.582937,12.280332
2.682163,2.898947,4.053460
2.844016,10.617564,-4.826017
2.538145,3.117885,6.325661
5.678805,-0.770912,24.383472
2.665099,3.268312,6.682778
4.234739,-1.308104,-3.292947
4.861713,7.881817,-3.066645
0.023154,2.546127,-11.252043
0.167223,1.793567,28.131366
-0.242589,-1.826325,8.200529
0.416598,-2.599685,-8.112554
-1.313736,2.692461,3.884037
-1.561700,1.681119,12.849356
2.317820,3.721279,-5.680591
-1.554395,3.207014,10.955710
0.683680,-0.588064,1.344475
-0.544770,0.859146,-0.693628
-0.029139,1.240310,-5.415516
1.413006,5.927664,7.837531
4.272995,4.465391,0.144964
7.899751,0.006428,-2.973942
-0.541512,-4.044821,4.284847
-3.305162,1.240773,0.128370
-2.442641,3.137130,-13.246951
