experiment,run,event
22,458,3341310
22,458,4993978
22,458,2956045
22,459,3925926
22,459,4141976
22,459,8496034
22,459,15475291
22,461,22876041
22,461,22468117
22,377,8127668
22,461,19945937
22,461,16857351
22,461,3859860
22,461,9910318
22,461,22371734
22,461,17712855
22,461,33478978
22,461,5596991
22,461,9058391
22,461,26895804
22,462,3244032
22,466,4216016
22,466,5011424
22,467,8923318
22,467,16976075
22,467,4075736
22,467,13080176
22,468,38455771
22,468,23023845
22,468,14486740
22,468,19988713
22,468,21091503
22,468,32790127
22,468,18091984
22,468,29956378
22,468,31707395
22,468,16991168
22,468,18899288
22,469,22721814
22,379,983453
22,379,1215396
22,469,15155877
22,469,9431210
22,471,58660594
22,471,55068072
22,471,148894
22,471,16438308
22,471,59064617
22,471,25678534
22,471,3097927
22,471,31543536
22,471,27605220
22,471,47128782
22,471,3997032
22,471,36678884
22,471,39100785
22,471,41147335
22,471,18811119
22,471,22408152
22,471,32824393
22,474,1684821
22,476,5460669
22,476,10322262
22,476,1649398
22,476,3147526
22,477,9627850
22,477,1438182
22,380,10015090
22,380,18441161
22,380,18344792
22,481,5353060
22,481,17722678
22,481,9468489
22,485,51398962
22,485,26588854
22,485,36401518
22,485,41274015
22,485,21627142
22,485,582890
22,485,44966282
22,485,44653625
22,485,42211272
22,485,56765503
22,485,56943683
22,485,9029532
22,485,6722197
22,485,24881552
22,485,58296615
22,485,31423649
22,487,1963681
22,490,4765184
22,490,21120988
22,490,13833495
22,490,2323336
22,490,4757576
22,490,17449331
22,490,15558527
22,490,15692353
22,490,22482286
22,490,9091535
22,490,9869275
22,492,2424280
22,492,9308158
22,492,10402858
22,380,13453974
22,380,6479985
22,380,8004462
22,497,3307483
22,499,13980663
22,499,5565171
22,499,6642991
22,499,1963302
22,499,15184558
22,499,15967430
22,499,18703990
22,499,21660066
22,500,13289365
22,500,2756317
22,500,19304119
22,500,21897762
22,500,22571632
22,500,14429691
22,500,18822531
22,502,12991308
22,502,13217898
22,502,3332964
22,502,11532651
22,502,23919017
22,502,21688942
22,502,6795455
22,502,9952142
22,502,21108068
22,502,19939482
22,502,19447238
22,502,9659996
22,502,20734350
22,502,19504833
22,511,3812414
22,511,7113114
22,511,183226
22,512,1196951
22,512,6018613
22,518,3314552
22,518,14544222
22,518,14523306
22,518,643823
22,518,2144657
22,518,159059
22,518,21530
22,518,13866815
22,381,10685900
22,381,17539584
22,381,23751193
22,518,17661813
22,520,5212484
22,521,40696156
22,521,1335765
22,521,28280307
22,521,10287204
22,521,40607889
22,521,41429987
22,521,33235367
22,521,42549780
22,521,9006210
22,521,14929503
22,521,34595870
22,521,34676880
22,521,13461095
22,521,10324928
22,521,2332161
22,522,11924832
